cyclecount,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53
537,-64.6017,-103.88127,106.82353,29.84992,26.27872,134.84992,27.07317,239.84992,13.55497,-63.51615,-108.5385,108.23529,29.84992,26.88266,134.84992,21.58537,239.84992,12.3914,-56.64598,-114.29896,113.88235,29.84992,28.576,134.84992,28.53659,239.84992,15.06779,-54.50542,-15.62464,80.47059,29.84992,18.43567,134.84992,12.80488,239.84992,10.07158,-53.32598,-18.18279,80.47059,29.84992,18.34896,134.84992,6.21951,239.84992,9.82052,-51.59747,-26.3646,83.76471,29.84992,18.41874,134.84992,12.18529,239.84992,7.68174
538,-64.07239,-104.26708,107.29412,29.9055,26.35155,134.9055,27.07317,239.9055,13.55497,-63.80137,-109.16569,108.23529,29.9055,26.95417,134.9055,21.58537,239.9055,20.00254,-56.06528,-114.16545,113.88235,29.9055,28.65269,134.9055,28.53659,239.9055,12.87903,-54.2026,-16.25947,79.05882,29.9055,18.41966,134.9055,12.80488,239.9055,9.97817,-52.9944,-18.85568,80.94118,29.9055,18.32651,134.9055,6.21951,239.9055,10.96746,-51.30188,-27.2406,83.29412,29.9055,18.41874,134.9055,12.07317,239.9055,8.38425
539,-63.6335,-104.7346,107.76471,29.96109,26.42343,134.96109,27.07317,239.96109,13.55497,-64.04389,-109.86711,108.23529,29.96109,27.03361,134.96109,21.58537,239.96109,10.36041,-55.48849,-114.0839,114.35294,29.96109,28.71762,134.96109,28.53659,239.96109,12.24614,-53.91325,-16.88011,80.0,29.96109,18.40354,134.96109,12.80488,239.96109,10.12892,-52.67032,-19.50902,81.88235,29.96109,18.30406,134.96109,6.21951,239.96109,8.98335,-51.03377,-28.10099,83.76471,29.96109,18.41011,134.96109,12.07317,239.96109,5.84636
540,-63.35688,-105.31874,108.23529,30.01668,26.49991,135.01668,26.23026,240.01668,12.43543,-64.2282,-110.5896,108.23529,30.01668,27.10442,135.01668,21.58537,240.01668,9.26156,-54.79403,-114.19792,114.35294,30.01668,28.8057,135.01668,28.53659,240.01668,13.05276,-53.56546,-17.50859,80.94118,30.01668,18.38137,135.01668,12.80488,240.01668,11.31324,-52.37243,-20.22125,81.41176,30.01668,18.28057,135.01668,6.21951,240.01668,9.47432,-50.77234,-29.01953,83.76471,30.01668,18.41011,135.01668,12.07317,240.01668,6.6664
541,-63.31962,-105.99167,108.23529,30.07226,26.60077,135.07226,25.60976,240.07226,10.88002,-64.12435,-111.30617,108.23529,30.07226,27.17109,135.07226,21.58537,240.07226,8.64273,-54.1158,-114.27018,113.88235,30.07226,28.88515,135.07226,28.90244,240.07226,10.66241,-53.25931,-18.16677,80.47059,30.07226,18.36486,135.07226,12.80488,240.07226,10.9053,-52.03996,-20.85332,81.41176,30.07226,18.2633,135.07226,6.21951,240.07226,16.74982,-50.42301,-29.79217,83.29412,30.07226,18.42588,135.07226,12.43902,240.07226,5.84636
542,-63.50869,-106.68294,107.76471,30.12785,26.69289,135.12785,25.60976,240.12785,8.8435,-64.09786,-112.01789,108.23529,30.12785,27.22877,135.12785,21.58537,240.12785,26.14489,-53.43226,-114.48423,113.88235,30.12785,28.9646,135.12785,29.26829,240.12785,10.58905,-52.87723,-18.77536,80.94118,30.12785,18.34943,135.12785,12.80488,240.12785,10.2049,-51.76734,-21.52761,81.88235,30.12785,18.25466,135.12785,6.21951,240.12785,7.25408,-50.07942,-30.53057,83.76471,30.12785,18.45064,135.12785,12.43902,240.12785,8.01076
543,-63.57131,-107.33105,107.76471,30.18344,26.74392,135.18344,25.60976,240.18344,10.62216,-63.91321,-112.6892,108.23529,30.18344,27.29095,135.18344,21.58537,240.18344,9.82052,-52.80447,-114.75036,114.35294,30.18344,29.04404,135.18344,29.5168,240.18344,9.90352,-52.47608,-19.40101,80.47059,30.18344,18.33377,135.18344,12.80488,240.18344,9.41888,-51.52327,-22.24254,81.88235,30.18344,18.24602,135.18344,5.971,240.18344,11.41829,-49.74133,-31.2692,83.76471,30.18344,18.47235,135.18344,12.43902,240.18344,7.68174
544,-63.75137,-107.85657,108.23529,30.23902,26.78938,135.23902,25.70334,240.23902,12.13114,-63.84214,-113.20551,108.23529,30.23902,27.33585,135.23902,21.58537,240.23902,10.33113,-52.21163,-115.12916,114.35294,30.23902,29.12349,135.23902,29.63415,240.23902,10.27287,-52.1594,-20.01483,81.41176,30.23902,18.31822,135.23902,12.80488,240.23902,9.62934,-51.34122,-23.00448,81.88235,30.23902,18.23739,135.23902,5.85366,240.23902,7.39384,-49.33588,-32.00804,82.82353,30.23902,18.49767,135.23902,12.07317,240.23902,7.53685
545,-64.07677,-108.36297,108.23529,30.29461,26.83517,135.29461,25.97561,240.29461,13.55497,-63.62145,-113.67427,108.23529,30.29461,27.39044,135.29461,21.58537,240.29461,15.58801,-51.68107,-115.52505,115.29412,30.29461,29.20398,135.29461,29.63415,240.29461,10.0112,-51.92895,-20.67392,81.41176,30.29461,18.30841,135.29461,12.80488,240.29461,9.08874,-51.21952,-23.7475,82.35294,30.29461,18.23739,135.29461,5.4878,240.29461,22.26441,-48.95929,-32.70591,82.82353,30.29461,18.52168,135.29461,12.07317,240.29461,7.6395
546,-64.2859,-109.18273,108.23529,30.35019,26.90475,135.35019,25.97561,240.35019,12.61608,-63.48829,-114.2329,109.17647,30.35019,27.45157,135.35019,21.58537,240.35019,15.34247,-51.2971,-115.89742,115.29412,30.35019,29.27375,135.35019,30.0,240.35019,10.33005,-51.70178,-21.30778,81.41176,30.35019,18.29446,135.35019,12.80488,240.35019,10.70655,-51.06571,-24.46539,82.35294,30.35019,18.23739,135.35019,5.4878,240.35019,8.57162,-48.67481,-33.44756,82.82353,30.35019,18.54678,135.35019,12.37544,240.35019,8.60259
547,-64.48719,-109.89883,108.23529,30.40578,26.95771,135.40578,25.97561,240.40578,9.70132,-63.33005,-114.85065,109.17647,30.40578,27.52238,135.40578,21.58537,240.40578,30.0,-50.95339,-116.28603,115.29412,30.40578,29.32729,135.40578,30.0,240.40578,20.22555,-51.52332,-22.00306,81.88235,30.40578,18.28898,135.40578,12.80488,240.40578,13.5014,-50.93372,-25.1927,82.82353,30.40578,18.24602,135.40578,4.69875,240.40578,8.81121,-48.38734,-34.29192,81.41176,30.40578,18.57154,135.40578,12.43902,240.40578,6.98941
548,-64.56776,-110.63501,107.29412,30.46137,27.01355,135.46137,25.97561,240.46137,8.81121,-63.10194,-115.42302,109.17647,30.46137,27.59597,135.46137,21.58537,240.46137,11.92712,-50.53028,-116.79587,115.29412,30.46137,29.3981,135.46137,30.0,240.46137,17.12154,-51.30361,-22.71587,81.88235,30.46137,18.28057,135.46137,12.80488,240.46137,8.20615,-50.7043,-25.91572,83.29412,30.46137,18.25188,135.46137,4.02439,240.46137,9.18473,-48.31081,-35.1484,81.41176,30.46137,18.58575,135.46137,12.68713,240.46137,8.02723
549,-64.45497,-111.31445,108.23529,30.51695,27.05708,135.51695,26.70732,240.51695,9.3469,-62.77014,-115.98586,109.17647,30.51695,27.68847,135.51695,21.58537,240.51695,12.42806,-50.3419,-117.58544,115.29412,30.51695,29.47754,135.51695,30.0,240.51695,9.87576,-51.01945,-23.39808,81.88235,30.51695,18.27193,135.51695,12.80488,240.51695,8.81121,-50.44738,-26.61476,82.82353,30.51695,18.25706,135.51695,3.49605,240.51695,10.01547,-48.43715,-35.98365,80.94118,30.51695,18.59026,135.51695,13.22157,240.51695,6.70287
550,-64.24261,-111.9868,108.23529,30.57254,27.10178,135.57254,26.70732,240.57254,10.99191,-62.27408,-116.40364,110.11765,30.57254,27.80284,135.57254,21.58537,240.57254,11.48455,-50.3406,-118.30836,115.29412,30.57254,29.53214,135.57254,30.0,240.57254,8.24587,-50.82532,-24.14817,82.35294,30.57254,18.27193,135.57254,12.80488,240.57254,9.55649,-50.22853,-27.23198,82.82353,30.57254,18.27088,135.57254,4.02439,240.57254,18.35677,-48.55132,-36.7947,82.35294,30.57254,18.57454,135.57254,13.53659,240.57254,7.63911
551,-64.04075,-112.55837,108.23529,30.62813,27.14516,135.62813,27.07317,240.62813,9.0072,-61.66735,-116.5648,110.11765,30.62813,27.88747,135.62813,21.58537,240.62813,17.69276,-50.68491,-118.46406,115.29412,30.62813,29.56323,135.62813,30.0,240.62813,10.91332,-50.78797,-24.86721,82.82353,30.62813,18.27193,135.62813,12.80488,240.62813,8.52605,-49.97411,-27.94029,83.29412,30.62813,18.28057,135.62813,3.67501,240.62813,12.53888,-48.63911,-37.61643,82.35294,30.62813,18.54416,135.62813,13.53659,240.62813,6.86386
552,-63.8163,-113.2558,108.23529,30.68371,27.18489,135.68371,27.07317,240.68371,11.17789,-61.00794,-116.4179,110.58824,30.68371,27.98073,135.68371,21.58537,240.68371,12.08111,-51.18774,-118.6752,115.76471,30.68371,29.59365,135.68371,30.0,240.68371,23.54746,-50.70458,-25.60902,83.29412,30.68371,18.27193,135.68371,12.80488,240.68371,8.87411,-49.74508,-28.60649,83.29412,30.68371,18.2892,135.68371,3.32095,240.68371,8.20303,-48.60252,-38.43489,82.35294,30.68371,18.49115,135.68371,13.17073,240.68371,8.71778
553,-63.56776,-113.946,108.23529,30.7393,27.22461,135.7393,27.07317,240.7393,10.6027,-60.39805,-116.11148,111.52941,30.7393,28.07678,135.7393,21.58537,240.7393,11.03051,-51.75242,-118.88015,115.76471,30.7393,29.60228,135.7393,30.0,240.7393,13.55497,-50.50883,-26.35593,83.29412,30.7393,18.27193,135.7393,12.80488,240.7393,9.21404,-49.55082,-29.28445,83.29412,30.7393,18.29784,135.7393,3.65854,240.7393,10.96746,-48.59584,-39.28021,81.88235,30.7393,18.42724,135.7393,13.17073,240.7393,7.68174
554,-63.57559,-114.33122,108.23529,30.79489,27.25302,135.79489,26.8334,240.79489,10.58428,-59.8735,-115.85578,111.52941,30.79489,28.15623,135.79489,21.58537,240.79489,10.90485,-51.65314,-118.80544,115.76471,30.79489,29.59365,135.79489,30.0,240.79489,8.77712,-50.28795,-27.06801,82.82353,30.79489,18.28057,135.79489,12.80488,240.79489,8.81121,-49.29303,-29.70565,82.82353,30.79489,18.30648,135.79489,4.02439,240.79489,22.54259,-48.46918,-40.07868,80.0,30.79489,18.36215,135.79489,13.17073,240.79489,6.8305
555,-63.87388,-113.91868,108.23529,30.85047,27.2961,135.85047,26.70732,240.85047,12.99341,-59.32531,-115.55745,112.47059,30.85047,28.23567,135.85047,21.58537,240.85047,13.47307,-51.65192,-118.80466,115.76471,30.85047,29.59365,135.85047,30.0,240.85047,9.00527,-50.07664,-27.75891,83.29412,30.85047,18.28057,135.85047,12.80488,240.85047,8.81121,-49.01144,-30.36216,82.82353,30.85047,18.31405,135.85047,4.7561,240.85047,12.24614,-48.24827,-40.84872,79.05882,30.85047,18.29926,135.85047,13.17073,240.85047,7.68174
556,-64.29825,-113.09276,108.23529,30.90606,27.35072,135.90606,26.70732,240.90606,15.51155,-58.80055,-115.27806,112.47059,30.90606,28.31512,135.90606,21.58537,240.90606,19.88795,-51.65071,-118.80388,115.76471,30.90606,29.59365,135.90606,30.0,240.90606,9.24011,-49.79493,-28.46075,83.29412,30.90606,18.28557,135.90606,12.80488,240.90606,9.54883,-48.75474,-30.99664,82.82353,30.90606,18.31923,135.90606,4.7561,240.90606,10.62843,-48.11898,-41.54795,78.58824,30.90606,18.25055,135.90606,13.17073,240.90606,8.60172
557,-64.53804,-112.06644,107.29412,30.96165,27.26329,135.96165,26.70732,240.96165,8.62809,-58.29196,-114.89988,113.41176,30.96165,28.40386,135.96165,26.70732,240.96165,12.51063,-51.64949,-118.8031,115.76471,30.96165,29.59365,135.96165,30.0,240.96165,9.48195,-49.4537,-29.14206,82.82353,30.96165,18.28942,135.96165,12.80488,240.96165,10.09276,-48.48986,-31.65579,81.88235,30.96165,18.3244,135.96165,4.39024,240.96165,11.15794,-48.0221,-42.23138,78.58824,30.96165,18.20378,135.96165,13.17073,240.96165,11.07882
558,-64.65399,-110.99989,107.29412,31.01723,27.1629,136.01723,26.34146,241.01723,4.41884,-57.70088,-114.67687,113.41176,31.01723,28.48545,136.01723,26.70732,241.01723,11.9971,-51.64827,-118.80233,115.76471,31.01723,29.59365,136.01723,30.0,241.01723,9.7311,-49.1644,-29.83275,82.82353,31.01723,18.29784,136.01723,12.80488,241.01723,8.81121,-48.30566,-32.29945,81.88235,31.01723,18.33238,136.01723,4.39024,241.01723,12.36293,-47.8613,-42.93454,78.11765,31.01723,18.16881,136.01723,13.17073,241.01723,10.51548
559,-64.46822,-109.87533,108.23529,31.07282,27.05617,136.07282,26.34146,241.07282,3.9036,-57.14785,-114.46712,113.88235,31.07282,28.5621,136.07282,26.70732,241.07282,12.42806,-51.64705,-118.80155,115.76471,31.07282,29.59365,136.07282,30.0,241.07282,9.98789,-48.90666,-30.48942,82.82353,31.07282,18.30335,136.07282,12.80488,241.07282,9.62709,-48.14431,-32.83458,81.88235,31.07282,18.34102,136.07282,4.39024,241.07282,11.9172,-47.68587,-43.66727,78.11765,31.07282,18.1412,136.07282,12.07317,241.07282,11.22927
560,-64.10927,-108.93462,108.23529,31.1284,26.94564,136.1284,25.60976,241.1284,3.58578,-56.58299,-114.24863,113.88235,31.1284,28.64262,136.1284,26.70732,241.1284,14.80911,-51.64583,-118.80077,115.76471,31.1284,29.59365,136.1284,30.0,241.1284,10.25269,-48.69703,-31.19397,82.82353,31.1284,18.31026,136.1284,12.80488,241.1284,9.52602,-48.12708,-32.9956,81.88235,31.1284,18.34965,136.1284,5.35114,241.1284,12.3185,-47.66158,-44.45954,78.11765,31.1284,18.12548,136.1284,12.07317,241.1284,8.81121
561,-63.75772,-108.12086,108.23529,31.18399,26.83784,136.18399,25.60976,241.18399,5.97484,-56.02077,-114.10885,113.88235,31.18399,28.71689,136.18399,27.43902,241.18399,12.74555,-51.64461,-118.8,115.76471,31.18399,29.59365,136.18399,30.0,241.18399,10.52588,-48.43853,-31.8789,81.88235,31.18399,18.32375,136.18399,12.80488,241.18399,8.81121,-48.02025,-33.64084,81.41176,31.18399,18.35829,136.18399,5.4878,241.18399,30.0,-47.59588,-45.21566,77.64706,31.18399,18.12512,136.18399,12.07317,241.18399,9.47632
562,-63.58402,-107.2985,107.76471,31.23958,26.74206,136.23958,25.52739,241.23958,7.68174,-55.55582,-114.05686,113.88235,31.23958,28.77388,136.23958,27.43902,241.23958,14.23781,-51.64339,-118.79922,115.76471,31.23958,29.59365,136.23958,30.0,241.23958,10.80785,-48.24086,-32.53768,81.88235,31.23958,18.32817,136.23958,12.80488,241.23958,10.1647,-47.86932,-34.22276,81.41176,31.23958,18.36693,136.23958,5.4878,241.23958,11.72025,-47.5184,-46.04208,76.70588,31.23958,18.14304,136.23958,12.07317,241.23958,8.18335
563,-63.62452,-106.34934,107.76471,31.29516,26.63131,136.29516,22.31707,241.29516,8.29157,-55.5452,-114.0854,113.88235,31.29516,28.78498,136.29516,27.43902,241.29516,15.82627,-51.64217,-118.79844,115.76471,31.29516,29.59365,136.29516,30.0,241.29516,11.09905,-48.05226,-33.23263,81.88235,31.29516,18.33961,136.29516,12.80488,241.29516,11.68621,-47.97784,-34.8842,81.41176,31.29516,18.37556,136.29516,5.12195,241.29516,16.31168,-47.5013,-46.87412,76.23529,31.29516,18.17704,136.29516,12.07317,241.29516,7.68174
564,-63.88779,-105.46095,107.76471,31.35075,26.51581,136.35075,22.31707,241.35075,5.40056,-55.51393,-114.08131,113.88235,31.35075,28.78888,136.35075,27.43902,241.35075,18.11273,-51.64095,-118.79767,115.76471,31.35075,29.59365,136.35075,30.0,241.35075,11.39993,-47.95263,-33.94961,81.41176,31.35075,18.34652,136.35075,12.80488,241.35075,10.12892,-48.02548,-35.57228,80.94118,31.35075,18.3842,136.35075,5.4878,241.35075,11.57807,-47.55911,-47.67964,75.29412,31.35075,18.2327,136.35075,12.07317,241.35075,7.87628
565,-64.39676,-104.74018,107.76471,31.40634,26.40988,136.40634,21.61601,241.40634,8.65986,-55.48265,-114.07722,114.35294,31.40634,28.79277,136.40634,27.43902,241.40634,20.9082,-51.63973,-118.79689,115.76471,31.40634,29.59365,136.40634,30.0,241.40634,11.71098,-47.9447,-34.68316,81.41176,31.40634,18.34965,136.40634,12.80488,241.40634,10.55534,-48.18728,-36.25626,80.94118,31.40634,18.3842,136.40634,5.85366,241.40634,10.78093,-47.58015,-48.43342,75.29412,31.40634,18.29621,136.40634,12.07317,241.40634,8.88798
566,-65.18343,-104.32637,106.82353,31.46192,26.30683,136.46192,21.58537,241.46192,7.68174,-55.45137,-114.07312,114.35294,31.46192,28.79666,136.46192,27.43902,241.46192,24.40395,-51.63851,-118.79611,115.76471,31.46192,29.59365,136.46192,30.0,241.46192,12.03272,-48.02858,-35.37542,81.41176,31.46192,18.34965,136.46192,12.80488,241.46192,8.81121,-48.33765,-36.99738,80.94118,31.46192,18.37556,136.46192,5.85366,241.46192,9.05828,-47.67153,-49.12634,74.82353,31.46192,18.36139,136.46192,12.07317,241.46192,9.17815
567,-65.99681,-103.98861,105.88235,31.51751,26.21241,136.51751,20.12195,241.51751,5.09061,-55.4201,-114.06903,114.35294,31.51751,28.80056,136.51751,27.43902,241.51751,28.90081,-51.63729,-118.79534,115.76471,31.51751,29.59365,136.51751,30.0,241.51751,12.36573,-48.15715,-36.05719,80.94118,31.51751,18.34953,136.51751,12.80488,241.51751,8.82921,-48.44208,-37.73158,80.94118,31.51751,18.36629,136.51751,6.21951,241.51751,8.45453,-47.80181,-49.82959,74.35294,31.51751,18.42866,136.51751,12.07317,241.51751,9.39522
568,-66.91677,-103.88949,104.94118,31.5731,26.11318,136.5731,20.12195,241.5731,6.70287,-55.38882,-114.06494,114.35294,31.5731,28.80445,136.5731,27.43902,241.5731,30.0,-51.63607,-118.79456,115.76471,31.5731,29.59365,136.5731,30.0,241.5731,12.71059,-48.22431,-36.74602,80.94118,31.5731,18.34158,136.5731,12.80488,241.5731,10.03626,-48.41461,-38.43347,80.94118,31.5731,18.34965,136.5731,5.85366,241.5731,8.9907,-47.9634,-50.52506,74.35294,31.5731,18.49947,136.5731,12.07317,241.5731,8.81121
569,-68.01674,-104.02298,104.0,31.62868,25.98538,136.62868,20.74316,241.62868,4.51546,-55.35754,-114.06085,114.35294,31.62868,28.80835,136.62868,27.43902,241.62868,30.0,-51.63485,-118.79378,115.76471,31.62868,29.59365,136.62868,30.0,241.62868,13.06796,-48.26771,-37.42728,80.94118,31.62868,18.32872,136.62868,12.80488,241.62868,11.20982,-48.36182,-39.09046,80.47059,31.62868,18.33002,136.62868,5.85366,241.62868,10.10624,-48.11384,-51.32736,74.35294,31.62868,18.5775,136.62868,12.07317,241.62868,8.81121
570,-68.89454,-103.95841,103.52941,31.68427,25.88238,136.68427,21.58537,241.68427,4.33899,-55.32627,-114.05675,114.35294,31.68427,28.81224,136.68427,27.43902,241.68427,30.0,-51.63363,-118.79301,115.76471,31.68427,29.59365,136.68427,30.0,241.68427,13.43852,-48.28628,-38.11755,80.94118,31.68427,18.31382,136.68427,12.80488,241.68427,11.68621,-48.17472,-39.73949,80.0,31.68427,18.30757,136.68427,4.84883,241.68427,11.38534,-48.2222,-51.89972,73.41176,31.68427,18.63311,136.68427,12.07317,241.68427,8.81121
571,-69.64407,-103.56405,103.05882,31.73986,25.77304,136.73986,21.58537,241.73986,7.15963,-55.29499,-114.05266,114.35294,31.73986,28.81614,136.73986,27.43902,241.73986,30.0,-51.63242,-118.79223,115.76471,31.73986,29.59365,136.73986,30.0,241.73986,13.82303,-48.2821,-38.78264,80.47059,31.73986,18.29793,136.73986,12.80488,241.73986,10.8821,-48.02667,-40.38375,80.0,31.73986,18.2892,136.73986,5.12195,241.73986,10.27287,-48.28846,-52.50004,73.88235,31.73986,18.69645,136.73986,12.07317,241.73986,11.33485
572,-70.36481,-103.00224,102.58824,31.79544,25.64514,136.79544,21.58537,241.79544,8.0132,-55.26372,-114.04857,114.35294,31.79544,28.82003,136.79544,27.43902,241.79544,30.0,-51.6312,-118.79145,115.76471,31.79544,29.59365,136.79544,30.0,241.79544,14.22228,-48.21835,-39.41853,80.47059,31.79544,18.28204,136.79544,12.80488,241.79544,10.74189,-47.88348,-40.99119,79.05882,31.79544,18.2713,136.79544,5.12195,241.79544,11.22234,-48.42369,-53.09098,73.88235,31.79544,18.76,136.79544,12.07317,241.79544,13.18072
573,-70.79733,-102.45079,101.17647,31.85103,25.52886,136.85103,21.58537,241.85103,6.70612,-55.23244,-114.04447,114.35294,31.85103,28.82393,136.85103,27.43902,241.85103,30.0,-51.62998,-118.79067,115.76471,31.85103,29.59365,136.85103,30.0,241.85103,14.63714,-48.06947,-40.06328,80.0,31.85103,18.26326,136.85103,12.80488,241.85103,11.68621,-47.64719,-41.66505,78.58824,31.85103,18.24885,136.85103,5.4878,241.85103,10.30278,-48.56568,-53.79159,75.29412,31.85103,18.83625,136.85103,12.07317,241.85103,13.55497
574,-71.4371,-101.99108,101.17647,31.90661,25.40811,136.90661,21.58537,241.90661,9.915,-54.76992,-114.14739,114.35294,31.90661,28.87293,136.90661,27.43902,241.90661,30.0,-51.62876,-118.7899,115.76471,31.90661,29.59365,136.90661,30.0,241.90661,15.06854,-47.87201,-40.73783,79.05882,31.90661,18.24053,136.90661,12.80488,241.90661,10.66451,-47.47266,-42.42146,77.64706,31.90661,18.22875,136.90661,4.7561,241.90661,11.15033,-48.74512,-54.48751,75.29412,31.90661,18.9157,136.90661,13.06966,241.90661,11.38274
575,-71.98851,-101.31646,99.29412,31.9622,25.27899,136.9622,21.58537,241.9622,10.18997,-54.13458,-114.27579,113.88235,31.9622,28.95238,136.9622,27.43902,241.9622,27.14534,-51.62754,-118.78912,115.76471,31.9622,29.59365,136.9622,30.0,241.9622,15.51749,-47.71386,-41.41887,79.05882,31.9622,18.22624,136.9622,12.80488,241.9622,11.00119,-47.2711,-43.18007,77.17647,31.9622,18.21148,136.9622,5.12195,241.9622,7.66079,-49.22432,-54.9388,75.29412,31.9622,18.99191,136.9622,23.04878,241.9622,9.77776
576,-72.24893,-100.63108,99.29412,32.01779,25.16694,137.01779,21.58537,242.01779,8.39428,-53.44926,-114.43965,113.88235,32.01779,29.03183,137.01779,27.43902,242.01779,14.73177,-51.62632,-118.78834,115.76471,32.01779,29.59365,137.01779,30.0,242.01779,15.98509,-47.50483,-42.0713,78.58824,32.01779,18.21585,137.01779,12.80488,242.01779,12.58657,-47.16204,-43.86559,77.17647,32.01779,18.20284,137.01779,4.7561,242.01779,8.83557,-49.7885,-55.16867,76.70588,32.01779,19.06087,137.01779,23.04878,242.01779,11.68621
577,-72.43488,-99.84827,99.29412,32.07337,25.04065,137.07337,21.58537,242.07337,8.81121,-52.82699,-114.74766,114.35294,32.07337,29.11991,137.07337,27.43902,242.07337,9.6551,-51.6251,-118.78757,115.76471,32.07337,29.59365,137.07337,30.0,242.07337,16.47252,-47.31315,-42.71018,77.17647,32.07337,18.20284,137.07337,12.80488,242.07337,8.84033,-47.11115,-44.53865,76.70588,32.07337,18.20284,137.07337,4.6774,242.07337,9.82052,-50.44045,-55.18416,76.70588,32.07337,19.13368,137.07337,23.04878,242.07337,11.68621
