cyclecount,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64
166,0.313202,0.0,0.0,0.014923,0.0,0.0,0.0,0.003373,0.0,0.0,0.010693,0.0,0.003001,0.0,0.007237,0.004062,0.0,0.003255,0.006702,0.00175,0.026417,2.179276,1.489387,0.017097,0.005464,0.005459,0.003261,0.017351,0.715849,0.026912,0.001963,0.006616,0.467444,0.006275,0.164984,0.542101,0.006921,0.148934,0.910182,1.103534,0.514055,0.888701,0.883558,0.790382,0.242799,0.337695,0.145986,0.187321,0.154359,0.319332,0.095213,0.087585,0.029322,0.038014,0.01745,0.008315,0.007562,0.008486,0.00907,0.009111,0.00772,0.007945,0.007333,0.009618
167,0.318154,0.0,0.0,0.010748,0.0,0.0,0.0,0.004394,0.0,0.0,0.008129,0.0,0.011732,0.0,0.010484,0.004798,0.0,0.001626,0.002796,0.002362,0.024395,2.128577,1.46185,0.017095,0.004078,0.002952,0.001697,0.01621,0.639343,0.018936,0.001362,0.005648,0.425711,0.004137,0.159431,0.499511,0.005899,0.14547,0.855424,0.89512,0.401785,0.690807,0.839066,0.776313,0.221667,0.289667,0.129905,0.170299,0.137411,0.260154,0.090815,0.083185,0.020055,0.038223,0.019695,0.008648,0.00908,0.009344,0.010011,0.011446,0.01205,0.010561,0.011154,0.01124
168,0.30128,0.0,0.0,0.01559,0.0,0.0,0.0,0.011966,0.0,0.0,0.012328,0.0,0.006796,0.0,0.004215,0.00641,0.0,0.002791,0.002633,0.010678,0.013759,2.09179,1.460625,0.038915,0.005363,0.004252,0.001859,0.008646,0.614696,0.020449,0.003504,0.003537,0.409341,0.004,0.177748,0.485666,0.004423,0.134503,0.866873,0.708838,0.306357,0.467436,0.848414,0.750638,0.210323,0.213748,0.125298,0.16902,0.137144,0.192169,0.06358,0.08601,0.026831,0.034872,0.021,0.01041,0.010133,0.012225,0.013719,0.010441,0.009905,0.01148,0.013447,0.013602
169,0.248658,0.0,0.0,0.016178,0.0,0.0,0.0,0.019383,0.0,0.0,0.0144,0.0,0.018201,0.0,0.011428,0.006887,0.0,0.002816,0.006243,0.004935,0.023423,2.02319,1.400708,0.025567,0.003146,0.003333,0.00187,0.010767,0.59468,0.015028,0.000867,0.003586,0.397866,0.004171,0.169422,0.468906,0.003465,0.132685,0.833069,0.687061,0.294828,0.448761,0.81779,0.729622,0.206583,0.204,0.117432,0.15825,0.134723,0.192522,0.070256,0.076035,0.019164,0.027814,0.020208,0.00702,0.009829,0.011166,0.009811,0.012135,0.010155,0.00883,0.009942,0.011555
170,0.377915,0.0,0.0,0.144054,0.0,0.0,0.0,0.295367,0.0,0.0,0.57794,0.0,0.762392,0.0,0.597586,0.200324,0.0,0.108767,0.190319,0.310727,0.381613,1.971968,1.181838,0.122136,0.168459,0.377348,0.235602,0.205721,0.492065,0.040723,0.054853,0.107844,0.381978,0.280777,0.332875,0.508645,0.071853,0.179903,0.877538,0.574212,0.669861,0.88371,1.171798,0.785461,0.156075,0.158607,0.244673,0.35443,0.237247,0.200599,0.173021,0.128188,0.127111,0.09245,0.030043,0.048277,0.034463,0.01882,0.01485,0.011588,0.010154,0.007259,0.007041,0.010443
171,0.250867,0.0,0.0,0.232702,0.0,0.0,0.0,0.454226,0.0,0.0,1.548247,0.0,1.317911,0.0,0.29162,0.064799,0.0,0.028761,0.059555,0.434812,1.793395,1.349703,0.958454,0.215141,0.093814,0.260784,0.817868,1.627698,0.517688,0.04154,0.141848,0.630649,0.296166,0.720814,1.245437,0.336183,0.541298,0.713005,2.559751,1.681429,5.944688,3.063411,2.208403,1.014661,0.486874,0.772677,1.181315,0.91044,0.714817,0.503023,0.812279,0.237256,0.371566,0.18638,0.078568,0.074185,0.071282,0.043896,0.043323,0.014812,0.010506,0.008431,0.010144,0.013731
172,0.275233,0.0,0.0,0.204365,0.0,0.0,0.0,0.505474,0.0,0.0,1.387455,0.0,1.338248,0.0,0.48301,0.163332,0.0,0.046221,0.033319,0.256314,1.980487,2.474975,0.689091,0.034995,0.036732,0.059224,0.545808,1.738204,0.290728,0.013741,0.029102,0.843455,0.199865,0.855551,1.225267,0.219676,0.537794,0.726886,1.812807,2.145075,6.507763,2.802021,1.522433,0.495773,0.469412,0.748681,0.72589,0.851452,0.462276,0.518301,0.652475,0.188412,0.334839,0.107347,0.03223,0.047544,0.043749,0.043482,0.031293,0.011371,0.008491,0.009439,0.011292,0.015025
173,0.352048,0.0,0.0,0.262639,0.0,0.0,0.0,0.416165,0.0,0.0,0.385964,0.0,0.252672,0.0,0.136826,0.087373,0.0,0.050314,0.076055,0.283125,2.071767,2.826567,0.494583,0.083383,0.017103,0.045341,0.461961,1.68425,0.237596,0.011879,0.011455,0.652203,0.137214,0.787676,1.116502,0.161428,0.427092,0.674416,1.626311,1.944934,5.788453,2.271417,1.872372,0.638189,0.416127,0.63402,0.609487,0.792146,0.424271,0.504464,0.450595,0.160158,0.164623,0.062727,0.031718,0.059147,0.031143,0.023081,0.016451,0.009048,0.00855,0.0087,0.013011,0.011473
174,0.320843,0.0,0.0,0.013654,0.0,0.0,0.0,0.107686,0.0,0.0,0.168669,0.0,0.267657,0.0,0.138518,0.047531,0.0,0.016874,0.047668,0.264673,2.000078,2.413754,0.307963,0.040418,0.021701,0.065085,0.477943,1.607506,0.167218,0.008302,0.00923,0.578984,0.095072,0.732325,1.035102,0.115421,0.376423,0.632515,1.591374,1.779801,5.141903,2.029919,1.248151,0.437811,0.435316,0.504431,0.544696,0.648986,0.390329,0.440172,0.27465,0.137236,0.092452,0.02848,0.024988,0.034884,0.02741,0.018854,0.015057,0.009357,0.009857,0.008422,0.008796,0.011822
175,0.361661,0.0,0.0,0.101076,0.0,0.0,0.0,0.075279,0.0,0.0,0.128266,0.0,0.177235,0.0,0.093215,0.024068,0.0,0.014273,0.049545,0.261606,1.975397,2.28084,0.345961,0.010371,0.0187,0.016548,0.408343,1.451145,0.151782,0.007622,0.00408,0.536087,0.068414,0.723634,1.002382,0.101062,0.336556,0.585429,1.393293,1.582416,4.048508,1.790765,1.379236,0.422356,0.454749,0.390467,0.511932,0.50686,0.340516,0.337496,0.154634,0.118105,0.076494,0.028319,0.021475,0.025997,0.018009,0.012325,0.011609,0.009744,0.008919,0.008053,0.00939,0.013466
176,0.349132,0.0,0.0,0.199491,0.0,0.0,0.0,0.156528,0.0,0.0,0.106833,0.0,0.021314,0.0,0.080907,0.045108,0.0,0.00818,0.049337,0.301294,2.035909,2.509458,0.095066,0.022913,0.016427,0.027388,0.388432,1.307159,0.106053,0.008196,0.003771,0.485045,0.042942,0.698976,0.958414,0.081906,0.282624,0.539229,1.318231,1.264077,3.181228,1.377359,0.970044,0.381823,0.451701,0.295102,0.4431,0.378275,0.321821,0.233742,0.077972,0.097252,0.071331,0.027699,0.019264,0.021749,0.015588,0.012301,0.010482,0.008437,0.009418,0.007561,0.007896,0.009846
177,0.313624,0.0,0.0,0.096597,0.0,0.0,0.0,0.050601,0.0,0.0,0.06624,0.0,0.137547,0.0,0.145723,0.02618,0.0,0.017495,0.036018,0.287365,1.993447,2.410249,0.112136,0.041374,0.018214,0.03241,0.327326,1.15053,0.097543,0.007511,0.005513,0.451115,0.029717,0.672735,0.933193,0.066979,0.24405,0.479086,1.138685,1.026449,2.547852,1.160548,0.801243,0.36455,0.435494,0.236769,0.381995,0.279052,0.306541,0.197441,0.067447,0.096619,0.062348,0.02316,0.018009,0.028091,0.010492,0.014226,0.014261,0.007991,0.008176,0.008696,0.006458,0.014152
178,0.392375,0.0,0.0,0.135314,0.0,0.0,0.0,0.073491,0.0,0.0,0.028222,0.0,0.081819,0.0,0.040866,0.023449,0.0,0.015385,0.043497,0.298081,1.976628,2.27655,0.151936,0.027801,0.012889,0.024266,0.304639,1.04648,0.103705,0.005675,0.004304,0.40729,0.017586,0.620097,0.861116,0.055139,0.213747,0.446223,1.060603,0.821906,2.041635,1.051163,0.641631,0.329052,0.41264,0.216689,0.332156,0.223897,0.292562,0.191841,0.068188,0.085447,0.049227,0.013056,0.013597,0.023761,0.012308,0.015809,0.007766,0.007478,0.007598,0.006361,0.007063,0.012055
179,0.351299,0.0,0.0,0.105805,0.0,0.0,0.0,0.065491,0.0,0.0,0.117804,0.0,0.11838,0.0,0.018135,0.016483,0.0,0.015292,0.0548,0.248521,1.848893,2.216348,0.108319,0.01884,0.015944,0.015345,0.275109,0.954692,0.070294,0.003906,0.003364,0.357692,0.012885,0.573974,0.785141,0.04558,0.19405,0.402683,0.957657,0.747553,1.709421,0.970913,0.569541,0.310181,0.37743,0.200069,0.294804,0.22581,0.268725,0.1724,0.069598,0.070171,0.034981,0.023638,0.019356,0.019999,0.015307,0.012087,0.008296,0.009408,0.007557,0.007296,0.006215,0.013589
180,0.278034,0.0,0.0,0.032178,0.0,0.0,0.0,0.075656,0.0,0.0,0.078194,0.0,0.004103,0.0,0.084307,0.017605,0.0,0.024522,0.035913,0.25385,1.781551,2.151629,0.042863,0.030013,0.003898,0.020418,0.255018,0.871597,0.079393,0.001917,0.003764,0.309334,0.008426,0.525706,0.723106,0.044413,0.18021,0.3625,0.858654,0.637533,1.443434,0.915222,0.510347,0.279251,0.345491,0.206962,0.272994,0.208183,0.236711,0.153389,0.064317,0.055646,0.039094,0.017182,0.013872,0.019764,0.013317,0.009923,0.009239,0.010249,0.007526,0.008883,0.009928,0.012504
181,0.348736,0.0,0.0,0.052394,0.0,0.0,0.0,0.037562,0.0,0.0,0.073687,0.0,0.060583,0.0,0.050017,0.01675,0.0,0.012453,0.048523,0.23382,1.716272,2.049823,0.090714,0.015488,0.006422,0.010746,0.226219,0.781821,0.063963,0.004208,0.00392,0.269263,0.004988,0.475987,0.649637,0.044975,0.169726,0.327903,0.763619,0.608279,1.321845,0.908931,0.422048,0.250026,0.313319,0.198087,0.258331,0.190923,0.195878,0.113357,0.092812,0.041139,0.044726,0.014564,0.013977,0.022856,0.012691,0.01133,0.006441,0.007389,0.011018,0.007373,0.007056,0.011718
182,0.324432,0.0,0.0,0.006653,0.0,0.0,0.0,0.008948,0.0,0.0,0.009842,0.0,0.026362,0.0,0.017953,0.009858,0.0,0.015083,0.046066,0.229526,1.66884,1.980911,0.090771,0.019084,0.006364,0.011584,0.204441,0.702579,0.056619,0.001994,0.002926,0.236317,0.006775,0.433722,0.588603,0.044502,0.160948,0.298843,0.693878,0.55073,1.175406,0.867193,0.375917,0.225316,0.289524,0.181062,0.24108,0.17925,0.173957,0.086335,0.118017,0.030839,0.035491,0.020053,0.01163,0.011651,0.01082,0.00981,0.011895,0.010736,0.010052,0.007546,0.00809,0.010965
183,0.320248,0.0,0.0,0.016881,0.0,0.0,0.0,0.028225,0.0,0.0,0.021575,0.0,0.046398,0.0,0.014492,0.014565,0.0,0.018926,0.033668,0.236448,1.6329,1.945002,0.062977,0.022831,0.007405,0.014826,0.186583,0.629844,0.0561,0.001835,0.002491,0.214022,0.004775,0.40296,0.542739,0.045824,0.156167,0.267221,0.628069,0.493724,1.030714,0.841588,0.324945,0.226558,0.269112,0.168795,0.224703,0.160249,0.154969,0.082211,0.130774,0.018881,0.042905,0.013932,0.01324,0.010085,0.011587,0.011037,0.013593,0.009682,0.009839,0.011845,0.009969,0.013093
184,0.229495,0.0,0.0,0.008329,0.0,0.0,0.0,0.015,0.0,0.0,0.005539,0.0,0.023674,0.0,0.00867,0.01242,0.0,0.013091,0.040963,0.221896,1.58092,1.880637,0.071334,0.017347,0.003297,0.012409,0.177131,0.583435,0.04128,0.002973,0.003658,0.198836,0.003837,0.385215,0.475439,0.048852,0.140247,0.223059,0.34334,0.319881,0.780644,0.805037,0.284608,0.218834,0.205441,0.138774,0.197398,0.142006,0.12421,0.06889,0.102455,0.012645,0.035664,0.015121,0.009283,0.012754,0.011014,0.010984,0.011182,0.009485,0.008643,0.015299,0.009065,0.012287
185,0.412655,0.0,0.0,0.183238,0.0,0.0,0.0,0.36677,0.0,0.0,0.640848,0.0,0.821397,0.0,0.625396,0.21282,0.0,0.136779,0.259544,0.613281,1.527468,1.466193,0.042196,0.153469,0.228931,0.464628,0.213853,0.609388,0.03833,0.050035,0.090548,0.114081,0.185025,0.57826,0.498278,0.084428,0.162543,0.27668,0.566799,0.608894,0.707785,0.917177,0.381231,0.196887,0.211293,0.250736,0.424813,0.329379,0.198501,0.198942,0.150509,0.127003,0.120802,0.033448,0.029781,0.021264,0.02587,0.018085,0.018987,0.010178,0.0107,0.010513,0.009481,0.010365
186,0.275017,0.0,0.0,0.207255,0.0,0.0,0.0,0.722457,0.0,0.0,1.697469,0.0,1.020264,0.0,0.280708,0.067811,0.0,0.042332,0.187607,1.131959,1.188304,0.677619,0.417626,0.116518,0.141611,0.459856,1.575291,0.87653,0.110858,0.045585,0.53259,0.509634,0.156684,1.079967,0.406589,0.588013,0.119691,0.706258,1.779479,0.573854,5.38126,2.831441,2.157617,0.270645,0.728531,1.345881,0.946767,0.723259,0.819333,0.752655,0.631191,0.237776,0.39035,0.073933,0.084019,0.026066,0.066522,0.04977,0.037639,0.014163,0.008576,0.008403,0.009215,0.013267
187,0.247479,0.0,0.0,0.199614,0.0,0.0,0.0,0.813672,0.0,0.0,1.644484,0.0,1.32713,0.0,0.584289,0.098682,0.0,0.038148,0.0802,1.378237,3.348474,2.404533,0.043222,0.030273,0.043605,0.156451,1.804241,1.196433,0.035435,0.028399,0.774024,0.467431,0.029505,1.151156,0.240987,0.605011,0.067599,0.724998,2.063906,0.251985,5.852421,2.814842,1.882722,0.555003,0.627007,0.847806,0.852062,0.768752,0.538939,0.64085,0.512064,0.187577,0.359666,0.038047,0.048371,0.039702,0.064995,0.041705,0.036238,0.012706,0.010116,0.009654,0.010999,0.012611
188,0.351655,0.0,0.0,0.294581,0.0,0.0,0.0,0.495319,0.0,0.0,0.489784,0.0,0.316764,0.0,0.266471,0.137862,0.0,0.050561,0.020441,1.461471,2.880293,1.470948,0.103404,0.018157,0.028403,0.034754,1.6718,0.705679,0.022739,0.014322,0.596223,0.349338,0.004955,1.061517,0.166771,0.477684,0.052533,0.671076,1.914169,0.232715,5.202297,2.43299,1.74256,0.463182,0.53102,0.724365,0.819212,0.719693,0.425955,0.552075,0.317075,0.172085,0.192543,0.018948,0.042578,0.030315,0.060226,0.03194,0.021398,0.009915,0.011481,0.012129,0.01052,0.017645
189,0.257595,0.0,0.0,0.054397,0.0,0.0,0.0,0.057459,0.0,0.0,0.180955,0.0,0.19398,0.0,0.088185,0.024665,0.0,0.015389,0.044659,1.347797,2.366279,0.991961,0.060009,0.012513,0.034942,0.033393,1.670691,0.931033,0.007707,0.007955,0.523519,0.297609,0.006621,0.996143,0.109157,0.407414,0.039923,0.635975,1.774948,0.153473,4.663016,2.19356,1.607177,0.521813,0.44689,0.677636,0.684857,0.610149,0.394949,0.440688,0.165446,0.153525,0.104989,0.028914,0.039629,0.028619,0.046871,0.028866,0.015194,0.00885,0.008931,0.009109,0.009425,0.014701
190,0.322624,0.0,0.0,0.095245,0.0,0.0,0.0,0.070635,0.0,0.0,0.117605,0.0,0.102761,0.0,0.081461,0.022167,0.0,0.018111,0.021872,1.319236,2.74896,1.512412,0.025371,0.022987,0.018949,0.050176,1.516694,0.821031,0.008593,0.005032,0.484836,0.268988,0.007792,0.95113,0.070577,0.363985,0.021543,0.587081,1.620354,0.122474,3.883852,1.978092,1.428515,0.386967,0.458182,0.584939,0.540361,0.498954,0.351655,0.343814,0.089078,0.132878,0.072034,0.020748,0.027453,0.022321,0.033369,0.019077,0.017667,0.00778,0.008445,0.010419,0.008398,0.012571
191,0.347725,0.0,0.0,0.165958,0.0,0.0,0.0,0.051646,0.0,0.0,0.111258,0.0,0.139108,0.0,0.077173,0.010467,0.0,0.009619,0.017019,1.412298,2.714247,1.341101,0.015599,0.010816,0.011263,0.02422,1.340234,0.626535,0.007787,0.004975,0.442508,0.234259,0.003492,0.917042,0.048379,0.319421,0.020507,0.544388,1.374222,0.107814,3.024602,1.546751,1.181719,0.456646,0.439956,0.523331,0.423076,0.362485,0.335086,0.228673,0.060684,0.108934,0.068569,0.015517,0.023755,0.019533,0.027066,0.011377,0.011351,0.012403,0.007636,0.007205,0.008005,0.013879
192,0.37689,0.0,0.0,0.146385,0.0,0.0,0.0,0.078047,0.0,0.0,0.025579,0.0,0.13278,0.0,0.098252,0.014237,0.0,0.014567,0.008571,1.334016,2.495137,1.130206,0.014497,0.011487,0.014537,0.019791,1.228579,0.666675,0.006767,0.00633,0.410496,0.223169,0.001726,0.890954,0.032874,0.273356,0.005079,0.491222,1.099331,0.081711,2.450268,1.232944,0.949538,0.337482,0.443929,0.446455,0.307716,0.302731,0.330355,0.178856,0.047961,0.1108,0.058239,0.01447,0.018663,0.01928,0.02425,0.012673,0.010109,0.009207,0.007851,0.007376,0.007214,0.013039
193,0.336987,0.0,0.0,0.048071,0.0,0.0,0.0,0.111266,0.0,0.0,0.148211,0.0,0.174697,0.0,0.086123,0.020018,0.0,0.001255,0.013272,1.368242,2.615591,1.299957,0.016209,0.006714,0.011168,0.007398,1.092953,0.569213,0.005004,0.00322,0.377926,0.201315,0.003005,0.846952,0.020949,0.239434,0.004758,0.454603,0.893567,0.089664,2.058758,1.096291,0.764455,0.357005,0.427228,0.383549,0.243574,0.243733,0.320769,0.181959,0.050872,0.096073,0.052247,0.012938,0.018385,0.015808,0.031138,0.016176,0.01075,0.008002,0.007756,0.011333,0.007694,0.013869
194,0.280401,0.0,0.0,0.151623,0.0,0.0,0.0,0.070368,0.0,0.0,0.057901,0.0,0.100944,0.0,0.057072,0.017483,0.0,0.014359,0.010529,1.309151,2.497724,1.215322,0.008299,0.005582,0.006869,0.013349,0.998625,0.501764,0.005734,0.004103,0.339158,0.178579,0.003885,0.771161,0.017186,0.219684,0.005591,0.414087,0.767425,0.073649,1.719382,1.022583,0.675935,0.334365,0.385617,0.329689,0.212398,0.215824,0.301462,0.1772,0.03965,0.083466,0.044193,0.013084,0.019648,0.012438,0.029668,0.009744,0.008172,0.007051,0.010493,0.007872,0.008133,0.01069
195,0.395799,0.0,0.0,0.061905,0.0,0.0,0.0,0.067723,0.0,0.0,0.123953,0.0,0.082926,0.0,0.030624,0.013858,0.0,0.006231,0.005999,1.220186,2.315898,1.099807,0.016675,0.00862,0.006648,0.010271,0.922559,0.483899,0.003735,0.003184,0.296524,0.155616,0.004939,0.716333,0.009936,0.202114,0.005569,0.376421,0.708804,0.058439,1.425787,0.940472,0.609813,0.309595,0.355159,0.301749,0.225454,0.18236,0.272477,0.157893,0.038556,0.067196,0.037397,0.011705,0.014256,0.011751,0.022756,0.011683,0.008669,0.008984,0.008598,0.007356,0.007316,0.012067
196,0.301382,0.0,0.0,0.034888,0.0,0.0,0.0,0.016566,0.0,0.0,0.051081,0.0,0.046149,0.0,0.04695,0.005109,0.0,0.010186,0.007414,1.188938,2.286308,1.124192,0.006974,0.001975,0.002341,0.009427,0.834932,0.427219,0.001032,0.00049,0.259034,0.139048,0.001829,0.653771,0.008223,0.189842,0.003165,0.341514,0.635398,0.043137,1.300842,0.916374,0.544576,0.28993,0.335378,0.290244,0.205948,0.152221,0.234085,0.115801,0.066739,0.05432,0.040387,0.010778,0.017623,0.009317,0.016915,0.009469,0.008435,0.007115,0.008558,0.008357,0.009324,0.015268
197,0.337323,0.0,0.0,0.009941,0.0,0.0,0.0,0.010566,0.0,0.0,0.020423,0.0,0.022101,0.0,0.003657,0.002629,0.0,0.005895,0.005587,1.159579,2.218872,1.078576,0.009258,0.004089,0.003937,0.004327,0.757241,0.386946,0.00228,0.00103,0.225967,0.121503,0.003627,0.593436,0.008002,0.176528,0.002674,0.314128,0.610606,0.044467,1.238979,0.915129,0.467665,0.274799,0.307653,0.271388,0.195138,0.142343,0.192033,0.088215,0.094428,0.037547,0.045046,0.009053,0.02068,0.010742,0.015912,0.010071,0.008993,0.008064,0.010335,0.008096,0.00888,0.016784
198,0.302543,0.0,0.0,0.024653,0.0,0.0,0.0,0.024112,0.0,0.0,0.014175,0.0,0.003929,0.0,0.019646,0.003058,0.0,0.00181,0.008453,1.132889,2.145941,1.025527,0.006535,0.001746,0.002829,0.006161,0.685256,0.352855,0.001888,0.000694,0.202487,0.107498,0.002177,0.546243,0.003902,0.16858,0.002971,0.28811,0.568993,0.031604,1.184168,0.867261,0.386412,0.254026,0.281969,0.25674,0.182393,0.126751,0.176853,0.071991,0.107372,0.023837,0.037316,0.011079,0.016649,0.011332,0.014506,0.010608,0.009176,0.01157,0.010922,0.008996,0.009084,0.013645
199,0.233001,0.0,0.0,0.005609,0.0,0.0,0.0,0.012411,0.0,0.0,0.021016,0.0,0.024772,0.0,0.014264,0.007682,0.0,0.007856,0.011789,1.104872,2.096712,1.009666,0.008716,0.005306,0.004996,0.015064,0.61476,0.3119,0.001289,0.00103,0.185276,0.098701,0.00162,0.501908,0.003233,0.160441,0.002363,0.255426,0.502552,0.033208,1.014511,0.847702,0.326152,0.237737,0.265598,0.233801,0.165243,0.114608,0.156047,0.070798,0.115187,0.029191,0.027075,0.012129,0.010364,0.012622,0.012012,0.011071,0.008226,0.0091,0.010147,0.009238,0.008289,0.012084
200,0.206274,0.0,0.0,0.052634,0.0,0.0,0.0,0.067971,0.0,0.0,0.098933,0.0,0.328473,0.0,0.513,0.274174,0.0,0.192446,0.242224,0.8551,1.95044,1.186037,0.247434,0.18748,0.273871,0.433315,0.43121,0.313698,0.045047,0.135788,0.256151,0.157911,0.312927,0.449957,0.185604,0.165451,0.162651,0.246463,0.729142,0.44088,0.65206,0.855531,0.448212,0.34816,0.180054,0.297639,0.118863,0.146768,0.149201,0.130494,0.157936,0.085119,0.165893,0.058369,0.050942,0.07037,0.040526,0.019864,0.0118,0.013473,0.01071,0.009377,0.009562,0.011477
201,0.400023,0.0,0.0,0.111143,0.0,0.0,0.0,0.107041,0.0,0.0,0.154317,0.0,0.166374,0.0,1.037285,0.742284,0.0,0.101992,1.381019,2.764014,2.354166,0.74595,0.292506,0.168644,0.314294,2.263107,0.672212,0.161488,0.093468,0.649196,0.171826,0.112768,1.657104,0.28082,0.962491,0.098649,0.59402,0.994397,1.635337,1.939741,1.070828,1.355682,1.172341,1.293701,0.483388,0.891754,0.529557,0.326528,0.696774,0.587769,0.230318,0.482597,0.63938,0.174151,0.192363,0.204518,0.097593,0.046167,0.02185,0.009301,0.008847,0.00807,0.008703,0.014706
202,0.388687,0.0,0.0,0.111039,0.0,0.0,0.0,0.141943,0.0,0.0,0.144527,0.0,0.23122,0.0,0.467211,0.042235,0.0,0.133753,1.759459,2.147511,0.536398,0.531544,0.008374,0.094242,0.172593,1.788044,0.309549,0.175402,0.014791,0.551569,0.087491,0.052109,1.295911,0.254094,0.842079,0.070995,0.595742,0.913452,1.528672,1.87326,0.954165,2.736764,1.05882,1.059832,0.510218,0.827855,0.360859,0.264942,0.485046,0.82037,0.167308,0.336023,0.433913,0.107395,0.12071,0.079131,0.043534,0.037631,0.015447,0.007269,0.008866,0.008712,0.007653,0.009856
203,0.355318,0.0,0.0,0.144945,0.0,0.0,0.0,0.092135,0.0,0.0,0.045443,0.0,0.010647,0.0,0.126618,0.077563,0.0,0.078756,1.559906,2.698822,1.503405,0.32934,0.050598,0.039572,0.215849,1.846984,0.211951,0.085275,0.009975,0.522731,0.064238,0.036367,1.288324,0.156594,0.772153,0.052597,0.592632,0.78249,1.43009,1.751339,0.897972,2.296798,0.918467,0.902932,0.512026,0.653262,0.216557,0.208625,0.288086,0.856362,0.096218,0.164787,0.298563,0.082209,0.178855,0.051895,0.056173,0.02935,0.018739,0.010874,0.00992,0.012516,0.010116,0.012572
204,0.374955,0.0,0.0,0.133984,0.0,0.0,0.0,0.088249,0.0,0.0,0.11253,0.0,0.079716,0.0,0.032552,0.046002,0.0,0.103102,1.320169,1.889548,0.733933,0.243884,0.021293,0.032788,0.173516,1.775133,0.164729,0.064483,0.019385,0.45836,0.070912,0.019877,1.330374,0.115822,0.682499,0.035096,0.539319,0.688764,1.307564,1.583675,0.725204,2.434957,0.835395,0.760429,0.486713,0.543715,0.152816,0.139355,0.131179,0.663409,0.061915,0.058646,0.151714,0.114508,0.181667,0.072792,0.073035,0.018146,0.016718,0.010348,0.008518,0.007414,0.00809,0.010084
205,0.372376,0.0,0.0,0.159393,0.0,0.0,0.0,0.079058,0.0,0.0,0.096861,0.0,0.037269,0.0,0.096094,0.028825,0.0,0.097409,1.180141,1.653727,0.563693,0.187673,0.010583,0.01616,0.167387,1.67609,0.196851,0.045282,0.013248,0.45886,0.064438,0.016115,1.289174,0.076684,0.659573,0.021176,0.466624,0.596225,1.224005,1.450933,0.479029,1.926623,0.717834,0.660962,0.384187,0.515805,0.104131,0.067115,0.14314,0.361021,0.079143,0.097527,0.203082,0.143798,0.132433,0.137231,0.044285,0.031268,0.007739,0.007889,0.009717,0.009165,0.007463,0.009617
206,0.308262,0.0,0.0,0.13738,0.0,0.0,0.0,0.064666,0.0,0.0,0.046293,0.0,0.029242,0.0,0.079343,0.054954,0.0,0.072863,1.011632,1.554644,0.700229,0.082917,0.017662,0.005157,0.156423,1.618839,0.224261,0.036456,0.005671,0.455597,0.061372,0.01337,1.258946,0.050932,0.638031,0.013806,0.407914,0.505457,1.159088,1.350438,0.339958,1.630643,0.547153,0.525847,0.269247,0.401117,0.108587,0.056796,0.196187,0.387584,0.132857,0.143626,0.279099,0.113012,0.080156,0.133356,0.045222,0.014475,0.009725,0.009732,0.010319,0.00899,0.010391,0.009995
207,0.379953,0.0,0.0,0.110828,0.0,0.0,0.0,0.073117,0.0,0.0,0.046043,0.0,0.054266,0.0,0.017451,0.032749,0.0,0.071592,0.86757,1.169584,0.278144,0.098711,0.012669,0.014725,0.176583,1.569363,0.220418,0.030162,0.011599,0.427591,0.055356,0.012901,1.19899,0.037813,0.5881,0.009793,0.352783,0.426794,1.089641,1.243634,0.240982,1.21485,0.523266,0.452372,0.173845,0.309198,0.184556,0.056823,0.258965,0.455775,0.151104,0.114141,0.25062,0.081154,0.100795,0.061096,0.016252,0.01564,0.013251,0.008001,0.009392,0.007221,0.008428,0.009754
